"","GroupID","Golgi_State","IntravasationProb","PER","Average_Speed","Visited_Rzone","Hours_in_Rzone","Metastatic_Celle"
"V484","2","F","0.3828","0.737","23.49",NA,NA,NA
"V485","4","F","0.2838","0.78","21.77",NA,NA,NA
"V486","2","F","0.4653","0.737","26.21","1","5",NA
"V487","2","F","0.2475","0.737","26.07","1","9",NA
"V488","2","F","0.4092","0.737","25.33","1","9","1"
"V489","2","F","0.3003","0.737","19.82","1","36","1"
"V490","4","I","0.01","0.756","26.76","1","26",NA
"V491","4","F","0.3531","0.78","21.83","1","75",NA
"V492","4","I","0.01","0.756","27.12","1","16",NA
"V493","2","I","0.01","0.725","23.98","1","53",NA
"V494","1","F","0.462","0.607","23.92","1","1",NA
"V495","1","F","0.198","0.607","18.74","1","23",NA
"V496","4","I","0.01","0.756","23.88",NA,NA,NA
"V497","2","I","0.01","0.725","24.11","1","56",NA
"V498","1","I","0.01","0.604","25.71",NA,NA,NA
"V499","2","F","0.1815","0.737","24.37","1","9",NA
"V500","4","F","0.2475","0.78","22.59",NA,NA,NA
"V501","1","F","0.4587","0.607","23.79",NA,NA,NA
"V502","4","F","0.3894","0.78","25.21",NA,NA,NA
"V503","2","F","0.4389","0.737","26.27","1","1",NA
"V504","1","F","0.3729","0.607","22.51","1","54",NA
"V505","1","I","0.01","0.604","23.21","1","42",NA
"V506","4","I","0.01","0.756","23.84","1","15",NA
"V507","2","F","0.4224","0.737","25.69",NA,NA,NA
"V508","4","I","0.01","0.756","23.91",NA,NA,NA
"V509","2","F","0.2673","0.737","25.24","1","5",NA
"V510","2","F","0.2376","0.737","24.44",NA,NA,NA
"V511","3","I","0.01","0.601","27.04",NA,NA,NA
"V512","4","F","0.3795","0.78","22.98","1","11",NA
"V513","1","F","0.4851","0.607","23.58","1","26",NA
"V514","2","I","0.01","0.725","24.83",NA,NA,NA
"V515","1","F","0.2607","0.607","22.01",NA,NA,NA
"V516","4","I","0.01","0.756","25.08","1","29",NA
"V517","3","I","0.01","0.601","23.25","1","53",NA
"V518","2","I","0.01","0.725","26.4","1","26",NA
"V519","1","F","0.231","0.607","20.22","1","22",NA
"V520","1","I","0.01","0.604","26.49",NA,NA,NA
"V521","2","I","0.01","0.725","22.62",NA,NA,NA
"V522","1","F","0.4488","0.607","21.47",NA,NA,NA
"V523","4","F","0.2508","0.78","24.14",NA,NA,NA
"V524","2","F","0.4587","0.737","25.89","1","40",NA
"V525","1","F","0.462","0.607","23.71","1","1",NA
"V526","4","F","0.4653","0.78","24.83","1","30",NA
"V527","1","I","0.01","0.604","26.81","1","62",NA
"V528","1","F","0.363","0.607","21.31","1","34",NA
"V529","1","F","0.1881","0.607","22.8","1","14",NA
"V530","4","F","0.2376","0.78","22.42","1","2",NA
"V531","2","F","0.2376","0.737","21.71","1","1",NA
"V532","1","F","0.3894","0.607","23.83",NA,NA,NA
"V533","4","I","0.01","0.756","25.04","1","37",NA
"V534","1","F","0.2145","0.607","22.58",NA,NA,NA
"V535","1","F","0.1815","0.607","23.68",NA,NA,NA
"V536","4","I","0.01","0.756","25.62",NA,NA,NA
"V537","1","F","0.2508","0.607","23.64",NA,NA,NA
"V538","1","F","0.2442","0.607","22.35","1","34",NA
"V539","1","F","0.4191","0.607","20.95",NA,NA,NA
"V540","1","F","0.4653","0.607","19.69","1","40","1"
"V541","2","F","0.3993","0.737","24.37","1","11",NA
"V542","4","F","0.3531","0.78","25.33","1","19",NA
"V543","1","F","0.2244","0.607","22.55","1","44",NA
"V544","2","F","0.2673","0.737","23.65","1","12",NA
"V545","2","F","0.4191","0.737","25.56","1","12",NA
"V546","1","F","0.2805","0.607","20.86","1","7",NA
"V547","4","F","0.4917","0.78","23.85","1","5",NA
"V548","4","I","0.01","0.756","26.76","1","25",NA
"V549","2","F","0.4026","0.737","24.35","1","37",NA
"V550","2","I","0.01","0.725","25.51","1","7",NA
"V551","1","I","0.01","0.604","26.35","1","31",NA
"V552","1","F","0.2574","0.607","21.2","1","37",NA
"V553","2","F","0.1881","0.737","23.65","1","10",NA
"V554","4","F","0.3795","0.78","24.53","1","40",NA
"V555","2","F","0.2376","0.737","24.28","1","1",NA
"V556","2","F","0.3564","0.737","25.88","1","1",NA
"V557","1","F","0.3696","0.607","21.9",NA,NA,NA
"V558","1","F","0.2475","0.607","23.16","1","15",NA
"V559","2","I","0.01","0.725","20.73","1","46",NA
"V560","4","I","0.01","0.756","24.79","1","9",NA
"V561","1","F","0.4422","0.607","23.42","1","3",NA
"V562","1","F","0.3399","0.607","22.13","1","6",NA
"V563","2","F","0.2376","0.737","29.74","1","2","1"
"V564","2","F","0.3234","0.737","20.6","1","24","1"
"V565","1","F","0.4422","0.607","22.46","1","53",NA
"V566","2","F","0.3927","0.737","25.3","1","4",NA
"V567","3","F","0.2409","0.63","23.05","1","41",NA
"V568","2","I","0.01","0.725","25.03","1","12",NA
"V569","3","I","0.01","0.601","23.91","1","1",NA
"V570","1","I","0.01","0.604","27.18","1","28",NA
"V571","1","F","0.297","0.607","16.89","1","94",NA
"V572","1","F","0.2343","0.607","21.81",NA,NA,NA
"V573","2","I","0.01","0.725","27.8","1","1",NA
"V574","4","F","0.4191","0.78","25.59","1","5",NA
"V575","4","F","0.4719","0.78","22.19","1","27","1"
"V576","1","F","0.3267","0.607","21.89","1","18",NA
"V577","2","F","0.3729","0.737","26.35","1","5",NA
"V578","3","I","0.01","0.601","28.17",NA,NA,NA
"V579","4","F","0.4191","0.78","22.28",NA,NA,NA
"V580","1","F","0.2706","0.607","22.19","1","4",NA
"V581","4","I","0.01","0.756","26.61",NA,NA,NA
"V582","2","F","0.396","0.737","24.76","1","25",NA
"V583","2","I","0.01","0.725","24.18","1","5",NA
"V584","4","I","0.01","0.756","24.38","1","72",NA
"V585","1","F","0.1848","0.607","23.97","1","27",NA
"V586","1","F","0.2343","0.607","23.14","1","47",NA
"V587","2","F","0.3597","0.737","25.32","1","10",NA
"V588","4","F","0.4323","0.78","20.44","1","65",NA
"V589","1","F","0.297","0.607","24.08","1","24",NA
"V590","3","I","0.01","0.601","22.77","1","88",NA
"V591","1","I","0.01","0.604","26.55","1","1",NA
"V592","1","F","0.4686","0.607","21.58","1","1",NA
"V593","1","F","0.4356","0.607","20.97",NA,NA,NA
"V594","2","F","0.2013","0.737","25.75","1","15",NA
"V595","2","F","0.2904","0.737","25.6","1","1",NA
"V596","2","I","0.01","0.725","27.64","1","1",NA
"V597","4","F","0.3927","0.78","29.06",NA,NA,NA
"V598","2","F","0.2442","0.737","26.96",NA,NA,NA
"V599","2","F","0.396","0.737","25.64",NA,NA,NA
"V600","2","F","0.3861","0.737","22.49",NA,NA,NA
"V601","2","I","0.01","0.725","23.44",NA,NA,NA
"V602","2","I","0.01","0.725","23.41","1","24",NA
"V603","1","I","0.01","0.604","22.6","1","28",NA
"V604","4","I","0.01","0.756","25.09","1","18",NA
"V605","1","I","0.01","0.604","21.72","1","59",NA
"V606","2","F","0.4818","0.737","28.4","1","9",NA
"V607","4","I","0.01","0.756","25.43","1","41",NA
"V608","1","F","0.4587","0.607","17.95","1","42",NA
"V609","4","I","0.01","0.756","21.71","1","12",NA
"V610","4","I","0.01","0.756","23.1",NA,NA,NA
"V611","4","F","0.3003","0.78","22.14","1","22",NA
"V612","2","I","0.01","0.725","26.06",NA,NA,NA
"V613","1","F","0.2607","0.607","22.96","1","1",NA
"V614","1","I","0.01","0.604","26.4","1","45",NA
"V615","1","F","0.4158","0.607","22.47","1","10",NA
"V616","4","F","0.2343","0.78","21.97","1","49",NA
"V617","1","I","0.01","0.604","22.2","1","94",NA
"V618","1","F","0.3729","0.607","20.65","1","28","1"
"V619","2","I","0.01","0.725","21.65","1","32",NA
"V620","2","F","0.2937","0.737","15.77","1","8","1"
"V621","1","F","0.429","0.607","21.24","1","64",NA
"V622","4","I","0.01","0.756","24.94","1","1",NA
"V623","1","F","0.462","0.607","22.27","1","5",NA
"V624","4","I","0.01","0.756","25.34","1","13",NA
"V625","4","I","0.01","0.756","25.43","1","4",NA
"V626","2","F","0.2574","0.737","26.34",NA,NA,NA
"V627","1","F","0.2772","0.607","23.18",NA,NA,NA
"V628","1","I","0.01","0.604","29.9",NA,NA,NA
"V629","4","F","0.3762","0.78","25.95","1","3",NA
"V630","2","F","0.3762","0.737","24.93","1","18",NA
"V631","1","I","0.01","0.604","24.07","1","1",NA
"V632","1","F","0.4917","0.607","23.13",NA,NA,NA
"V633","1","F","0.1947","0.607","21.06",NA,NA,NA
"V634","2","F","0.3894","0.737","25.24",NA,NA,NA
"V635","4","F","0.3861","0.78","24.06",NA,NA,NA
"V636","2","I","0.01","0.725","23.89","1","53",NA
"V637","2","F","0.3663","0.737","24.57","1","74",NA
"V638","4","F","0.3564","0.78","26.57","1","26",NA
"V639","4","F","0.2409","0.78","23.16",NA,NA,NA
"V640","4","F","0.3036","0.78","24.95","1","16",NA
"V641","2","I","0.01","0.725","29.79","1","37",NA
"V642","1","I","0.01","0.604","24.12","1","11",NA
"V643","2","F","0.3498","0.737","25.7","1","1",NA
"V644","4","I","0.01","0.756","26.56","1","2",NA
"V645","1","F","0.4818","0.607","18.96",NA,NA,NA
"V646","2","F","0.4323","0.737","23.96","1","4",NA
"V647","4","F","0.4818","0.78","21.84","1","2",NA
"V648","2","F","0.165","0.737","21.74","1","5",NA
"V649","1","F","0.2046","0.607","23.09",NA,NA,NA
"V650","1","I","0.01","0.604","24.12",NA,NA,NA
"V651","2","F","0.4257","0.737","26.07","1","6",NA
"V652","4","I","0.01","0.756","26.55","1","1",NA
"V653","2","F","0.3267","0.737","24.14","1","17",NA
"V654","4","F","0.1683","0.78","25.1","1","14",NA
"V655","2","F","0.2706","0.737","26.44","1","28",NA
"V656","1","I","0.01","0.604","27.2","1","8",NA
"V657","2","F","0.495","0.737","23","1","33","1"
"V658","1","I","0.01","0.604","20.15","1","70",NA
"V659","2","F","0.2871","0.737","25.71","1","20",NA
"V660","2","F","0.2409","0.737","24.35","1","35",NA
"V661","1","F","0.4752","0.607","24.38",NA,NA,NA
"V662","2","I","0.01","0.725","30.48","1","2",NA
"V663","3","I","0.01","0.601","27.75","1","23",NA
"V664","1","F","0.3795","0.607","21.59","1","26",NA
"V665","1","I","0.01","0.604","20.72","1","43",NA
"V666","1","F","0.3927","0.607","21.51",NA,NA,NA
"V667","2","F","0.3597","0.737","26.04",NA,NA,NA
"V668","1","F","0.4323","0.607","23.7",NA,NA,NA
"V669","4","F","0.1881","0.78","24.38",NA,NA,NA
"V670","4","F","0.4224","0.78","25.77","1","1",NA
"V671","1","F","0.1914","0.607","25.44",NA,NA,NA
"V672","2","F","0.4884","0.737","22.92",NA,NA,NA
"V673","4","I","0.01","0.756","27.62","1","5",NA
"V674","1","F","0.198","0.607","21.46","1","1",NA
"V675","1","I","0.01","0.604","25.95",NA,NA,NA
"V676","2","F","0.165","0.737","22.95",NA,NA,NA
"V677","3","I","0.01","0.601","24.49",NA,NA,NA
"V678","2","F","0.2772","0.737","27.67","1","22",NA
"V679","4","I","0.01","0.756","24.31","1","49",NA
"V680","1","F","0.2838","0.607","21.42","1","76",NA
"V681","1","F","0.3564","0.607","22.46","1","40",NA
"V682","1","F","0.1848","0.607","23.75","1","29",NA
"V683","3","I","0.01","0.601","26.64","1","3",NA
"V684","2","I","0.01","0.725","27.94","1","1",NA
"V685","1","I","0.01","0.604","23.28",NA,NA,NA
"V686","4","I","0.01","0.756","24.32","1","1",NA
"V687","2","F","0.3531","0.737","20.8","1","35",NA
"V688","2","F","0.264","0.737","22.28",NA,NA,NA
"V689","4","F","0.2046","0.78","23.83",NA,NA,NA
"V690","2","F","0.2739","0.737","26.48",NA,NA,NA
"V691","4","I","0.01","0.756","24.52",NA,NA,NA
"V692","2","F","0.33","0.737","24.82","1","22",NA
"V693","1","F","0.2607","0.607","21","1","40",NA
"V694","2","I","0.01","0.725","24.55","1","40",NA
"V695","1","F","0.4752","0.607","20.91","1","32",NA
"V696","2","F","0.1749","0.737","26.27","1","19",NA
"V697","4","I","0.01","0.756","25.78","1","3",NA
"V698","3","I","0.01","0.601","25.34","1","9",NA
"V699","4","F","0.3201","0.78","25.18","1","15",NA
"V700","1","F","0.3861","0.607","22.26",NA,NA,NA
"V701","2","F","0.3399","0.737","24.98","1","42",NA
"V702","2","F","0.4818","0.737","24.11","1","11",NA
"V703","4","F","0.2673","0.78","23.66","1","29","1"
"V704","4","I","0.01","0.756","23.99",NA,NA,NA
"V705","1","F","0.2211","0.607","23.81",NA,NA,NA
"V706","1","F","0.2838","0.607","23.49",NA,NA,NA
"V707","4","I","0.01","0.756","25.96",NA,NA,NA
"V708","1","F","0.3729","0.607","20.31","1","56",NA
"V709","1","I","0.01","0.604","26.6","1","35",NA
"V710","4","F","0.2211","0.78","21.31","1","3",NA
"V711","1","F","0.3531","0.607","22.21","1","2",NA
"V712","1","F","0.264","0.607","24.1","1","41",NA
"V713","3","I","0.01","0.601","27.37","1","45",NA
"V714","4","F","0.2475","0.78","28.45",NA,NA,NA
"V715","2","F","0.297","0.737","20.72",NA,NA,NA
"V716","1","F","0.3366","0.607","24.97","1","3",NA
"V717","2","F","0.4851","0.737","25.68",NA,NA,NA
"V718","2","F","0.495","0.737","24.72",NA,NA,NA
"V719","4","I","0.01","0.756","26.71",NA,NA,NA
"V720","2","I","0.01","0.725","26.01","1","3",NA
"V721","2","F","0.2508","0.737","25.73","1","13",NA
"V722","2","F","0.2409","0.737","24.35","1","2",NA
"V723","2","F","0.198","0.737","25.57","1","85",NA
"V724","1","F","0.4092","0.607","22.08","1","40","1"
"V725","2","I","0.01","0.725","25.55","1","19",NA
"V726","2","F","0.4587","0.737","21.71",NA,NA,NA
"V727","2","F","0.1683","0.737","23.81",NA,NA,NA
"V728","3","I","0.01","0.601","28.21","1","1",NA
"V729","1","I","0.01","0.604","25.81",NA,NA,NA
"V730","1","F","0.4389","0.607","21.73",NA,NA,NA
"V731","4","F","0.2475","0.78","22.75","1","48",NA
"V732","3","I","0.01","0.601","24.75","1","16",NA
"V733","1","F","0.2706","0.607","22.74","1","1",NA
"V734","2","F","0.3168","0.737","25.59",NA,NA,NA
"V735","2","F","0.363","0.737","23.48","1","10",NA
"V736","3","I","0.01","0.601","26.63",NA,NA,NA
"V737","1","F","0.2475","0.607","23.32",NA,NA,NA
"V738","1","F","0.2343","0.607","19.95","1","72",NA
"V739","2","F","0.495","0.737","23.13","1","17",NA
"V740","4","I","0.01","0.756","22.83","1","87",NA
"V741","2","I","0.01","0.725","26.67","1","13",NA
"V742","3","I","0.01","0.601","20.19","1","25",NA
"V743","1","I","0.01","0.604","23.73",NA,NA,NA
"V744","2","F","0.3795","0.737","25.01","1","5",NA
"V745","2","F","0.4389","0.737","19.41","1","12","1"
"V746","2","F","0.1947","0.737","26.26",NA,NA,NA
"V747","1","I","0.01","0.604","27.62","1","1",NA
"V748","4","I","0.01","0.756","27.32","1","12",NA
"V749","1","F","0.3597","0.607","23","1","2",NA
"V750","4","F","0.1914","0.78","21.68","1","75",NA
"V751","3","I","0.01","0.601","23.46","1","61",NA
"V752","2","F","0.3795","0.737","25.79","1","12",NA
"V753","2","F","0.4554","0.737","23.36","1","14",NA
"V754","1","F","0.4554","0.607","18.28","1","67",NA
"V755","4","F","0.3564","0.78","23.09","1","48","1"
"V756","4","I","0.01","0.756","25.34",NA,NA,NA
"V757","2","I","0.01","0.725","24.71","1","25",NA
"V758","1","I","0.01","0.604","14.52",NA,NA,NA
"V759","2","F","0.462","0.737","25.92",NA,NA,NA
"V760","1","F","0.4026","0.607","21.6",NA,NA,NA
"V761","1","F","0.297","0.607","22.44",NA,NA,NA
"V762","4","F","0.1749","0.78","28.72","1","10",NA
"V763","1","F","0.2904","0.607","22.96",NA,NA,NA
"V764","4","F","0.1782","0.78","25.48","1","33",NA
"V765","2","F","0.4257","0.737","23.1","1","15",NA
"V766","1","I","0.01","0.604","24.29","1","7",NA
"V767","4","F","0.2805","0.78","25.63","1","33",NA
"V768","2","F","0.4158","0.737","25.48","1","1",NA
"V769","1","F","0.2673","0.607","23.56",NA,NA,NA
"V770","1","F","0.4026","0.607","22.75",NA,NA,NA
"V771","2","F","0.2013","0.737","24.39",NA,NA,NA
"V772","1","F","0.462","0.607","21.61",NA,NA,NA
"V773","1","I","0.01","0.604","21.62",NA,NA,NA
"V774","2","F","0.363","0.737","22.74",NA,NA,NA
"V775","1","F","0.2838","0.607","22.79",NA,NA,NA
"V776","2","F","0.2475","0.737","18.9",NA,NA,NA
"V777","2","F","0.4455","0.737","25.56",NA,NA,NA
"V778","4","F","0.396","0.78","29.05","1","2",NA
"V779","1","I","0.01","0.604","26.09",NA,NA,NA
"V780","1","F","0.2475","0.607","20.88","1","11",NA
"V781","1","F","0.2112","0.607","22.77",NA,NA,NA
"V782","1","F","0.2838","0.607","22.69","1","10",NA
"V783","1","I","0.01","0.604","20.44","1","61",NA
"V784","3","I","0.01","0.601","24.64","1","10",NA
"V785","1","I","0.01","0.604","22.98",NA,NA,NA
"V786","3","I","0.01","0.601","26.17","1","55",NA
"V787","4","I","0.01","0.756","19.83","1","65",NA
"V788","4","F","0.1683","0.78","22.26",NA,NA,NA
"V789","2","I","0.01","0.725","25.99",NA,NA,NA
"V790","4","I","0.01","0.756","24.49","1","24",NA
"V791","1","I","0.01","0.604","25.25","1","31",NA
"V792","4","F","0.3828","0.78","23","1","2",NA
"V793","2","F","0.4125","0.737","19.7","1","68",NA
"V794","1","I","0.01","0.604","25.48",NA,NA,NA
"V795","3","I","0.01","0.601","27","1","1",NA
"V796","2","F","0.3729","0.737","23.87",NA,NA,NA
"V797","2","F","0.33","0.737","27.05",NA,NA,NA
"V798","1","I","0.01","0.604","27.48","1","1",NA
"V799","4","I","0.01","0.756","25.65","1","1",NA
"V800","1","F","0.1716","0.607","21.27",NA,NA,NA
"V801","1","F","0.4422","0.607","25.69",NA,NA,NA
"V802","3","I","0.01","0.601","24.44","1","32",NA
"V803","1","F","0.4818","0.607","22.24","1","31",NA
"V804","4","I","0.01","0.756","23.56","1","44",NA
"V805","2","I","0.01","0.725","24.04","1","18",NA
"V806","4","F","0.4422","0.78","23.02",NA,NA,NA
"V807","2","F","0.1881","0.737","22.64",NA,NA,NA
"V808","4","F","0.2739","0.78","25.32","1","4",NA
"V809","4","F","0.4125","0.78","26.08","1","1",NA
"V810","2","F","0.2442","0.737","25.68",NA,NA,NA
"V811","4","F","0.462","0.78","25.88","1","3",NA
"V812","4","I","0.01","0.756","26.77","1","22",NA
"V813","2","F","0.3432","0.737","24.81","1","17",NA
"V814","1","F","0.4191","0.607","25.15",NA,NA,NA
"V815","1","I","0.01","0.604","29.52","1","21",NA
"V816","1","F","0.1749","0.607","18.33","1","17",NA
"V817","2","F","0.3597","0.737","21.77",NA,NA,NA
"V818","2","I","0.01","0.725","25.3","1","69",NA
"V819","4","F","0.462","0.78","23.92","1","3",NA
"V820","2","F","0.231","0.737","26.19",NA,NA,NA
"V821","4","I","0.01","0.756","25.86","1","1",NA
"V822","1","F","0.2937","0.607","18.32",NA,NA,NA
"V823","1","I","0.01","0.604","22.99",NA,NA,NA
"V824","2","I","0.01","0.725","25.52","1","10",NA
"V825","1","F","0.4125","0.607","21.71","1","13","1"
"V826","2","F","0.429","0.737","24.77","1","27",NA
"V827","1","F","0.1947","0.607","24.45","1","18",NA
"V828","2","I","0.01","0.725","28.87","1","1",NA
"V829","2","I","0.01","0.725","22.89","1","82",NA
"V830","4","F","0.4092","0.78","27.15","1","6",NA
"V831","4","F","0.4653","0.78","20.26","1","18",NA
"V832","2","F","0.1947","0.737","21.03","1","26",NA
"V833","1","I","0.01","0.604","21.94","1","72",NA
"V834","1","I","0.01","0.604","25.53","1","6",NA
"V835","2","F","0.429","0.737","25.17",NA,NA,NA
"V836","4","F","0.2706","0.78","23.3","1","16",NA
"V837","4","I","0.01","0.756","26.05","1","22",NA
"V838","4","F","0.3333","0.78","22.39","1","14","1"
"V839","1","F","0.4719","0.607","22.04","1","49",NA
"V840","2","F","0.2211","0.737","24.71",NA,NA,NA
"V841","1","F","0.3168","0.607","23.54",NA,NA,NA
"V842","2","F","0.3168","0.737","24.54",NA,NA,NA
"V843","2","I","0.01","0.725","26.03",NA,NA,NA
"V844","1","F","0.2541","0.607","21.23","1","4",NA
"V845","2","F","0.2013","0.737","23.56","1","2",NA
"V846","4","F","0.429","0.78","27.91",NA,NA,NA
"V847","1","F","0.2046","0.607","16.76",NA,NA,NA
"V848","1","F","0.3135","0.607","22.63",NA,NA,NA
"V849","2","F","0.3531","0.737","18.96",NA,NA,NA
"V850","1","F","0.4059","0.607","20.06","1","40","1"
"V851","1","I","0.01","0.604","21.41","1","90",NA
"V852","4","I","0.01","0.756","29.59","1","19",NA
"V853","1","F","0.2673","0.607","24.01","1","56",NA
"V854","4","F","0.3498","0.78","26.5","1","5",NA
"V855","2","I","0.01","0.725","25.58","1","51",NA
"V856","1","F","0.4917","0.607","21.28","1","17",NA
"V857","1","F","0.3366","0.607","23.93","1","23",NA
"V858","2","F","0.297","0.737","23.58",NA,NA,NA
"V859","1","F","0.3003","0.607","18.27","1","12",NA
"V860","1","I","0.01","0.604","25.46",NA,NA,NA
"V861","2","F","0.1848","0.737","25.86","1","34",NA
"V862","4","I","0.01","0.756","26.46","1","3",NA
"V863","4","I","0.01","0.756","23.37","1","55",NA
"V864","2","F","0.3828","0.737","24.07",NA,NA,NA
"V865","2","F","0.33","0.737","24.89","1","3",NA
"V866","2","F","0.396","0.737","24.26","1","3",NA
"V867","2","F","0.3003","0.737","27.13","1","1",NA
"V868","2","F","0.3861","0.737","26.03","1","1",NA
"V869","4","F","0.2079","0.78","24.52","1","12",NA
"V870","2","I","0.01","0.725","24.82","1","83",NA
"V871","1","F","0.3399","0.607","27.66",NA,NA,NA
"V872","1","F","0.4719","0.607","27.71",NA,NA,NA
"V873","4","F","0.462","0.78","25.86",NA,NA,NA
"V874","1","F","0.2046","0.607","21.02",NA,NA,NA
"V875","2","F","0.3663","0.737","23.67","1","1",NA
"V876","1","I","0.01","0.604","24.59","1","31",NA
"V877","1","F","0.1914","0.607","22.26","1","1",NA
"V878","2","F","0.3432","0.737","22.54","1","67",NA
"V879","1","F","0.2442","0.607","24.22","1","37",NA
"V880","4","F","0.4323","0.78","25.43","1","12",NA
"V881","2","F","0.1815","0.737","22.23","1","3",NA
"V882","4","F","0.3168","0.78","25.18","1","31",NA
"V883","1","I","0.01","0.604","25.48","1","23",NA
"V884","2","F","0.1914","0.737","25.33",NA,NA,NA
"V885","2","F","0.2244","0.737","22.11","1","48",NA
"V886","2","F","0.3069","0.737","26.43","1","6",NA
